"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2010","2010",16.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2011","2011",14.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2012","2012",12.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2013","2013",11.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2014","2014",11,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2015","2015",11.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2016","2016",11.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2017","2017",10.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2018","2018",9.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2019","2019",9.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2020","2020",8.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2021","2021",7.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2010","2010",32.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2011","2011",34,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2012","2012",30.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2013","2013",29.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2014","2014",27.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2015","2015",25,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2016","2016",25.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2017","2017",26.1,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2018","2018",27.6,"B; D","Break; Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2019","2019",29.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2020","2020",30.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2021","2021",31.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2010","2010",67.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2011","2011",66.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2012","2012",62.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2013","2013",57.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2014","2014",54.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2015","2015",50.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2016","2016",57.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2017","2017",54.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2018","2018",50.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2019","2019",50.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2020","2020",47,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2021","2021",44.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2022","2022",36.4,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2010","2010",38,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2011","2011",36.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2012","2012",30.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2013","2013",28.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2014","2014",26.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2015","2015",27,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2016","2016",28.1,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2017","2017",28,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2018","2018",28.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2019","2019",29.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2020","2020",30.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2021","2021",28.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2022","2022",28.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2010","2010",12.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2011","2011",12.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2012","2012",9.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2013","2013",9.4,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2014","2014",9.7,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2015","2015",9.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2016","2016",9.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2017","2017",9.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2018","2018",10.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2019","2019",11.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2020","2020",12.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2021","2021",12.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2010","2010",24.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2011","2011",22.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2012","2012",22.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2013","2013",20.5,"B; D","Break; Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2014","2014",17.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2015","2015",15.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2016","2016",15.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2017","2017",13.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2018","2018",14.1,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2019","2019",13.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2020","2020",14.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","IRL","Ireland","2021","2021",15,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2011","2011",42.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2012","2012",37,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2013","2013",34.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2014","2014",31.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2015","2015",30.7,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2016","2016",31.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2017","2017",29,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2018","2018",28.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2019","2019",30,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2020","2020",31.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2021","2021",31.4,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ITA","Italy","2022","2022",33.2,"E","Estimated value"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2010","2010",23.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2011","2011",25.1,"B","Break"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2012","2012",24.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2013","2013",24.7,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2014","2014",24.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2015","2015",25.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2016","2016",26.3,"B","Break"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2017","2017",27.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2018","2018",29.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2019","2019",30.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2020","2020",34.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","KOR","Korea","2021","2021",36.2,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2010","2010",34,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2011","2011",33.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2012","2012",32.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2013","2013",29.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2014","2014",25.2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2015","2015",24.1,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2016","2016",23.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2017","2017",21.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2018","2018",19.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2019","2019",21.2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2020","2020",21,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2021","2021",20.3,"B; D; P","Break; Difference in methodology; Provisional value"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","LUX","Luxembourg","2022","2022",20.6,"D; P","Difference in methodology; Provisional value"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NLD","Netherlands","2010","2010",18.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NLD","Netherlands","2011","2011",18.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NLD","Netherlands","2012","2012",15,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NLD","Netherlands","2013","2013",12.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NLD","Netherlands","2014","2014",10.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2010","2010",5.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2011","2011",5.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2012","2012",4.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2013","2013",2.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2014","2014",2.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2015","2015",2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2016","2016",1.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2017","2017",1.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2018","2018",1.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2019","2019",1.7,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2020","2020",2.2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2021","2021",3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NZL","New Zealand","2022","2022",4.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2010","2010",18.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2011","2011",17.4,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2012","2012",14.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2013","2013",10.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2014","2014",9.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2015","2015",8.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2016","2016",8.4,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2017","2017",8.8,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2018","2018",9.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2019","2019",10.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2020","2020",10.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2021","2021",11.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","NOR","Norway","2022","2022",9.7,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2010","2010",60.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2011","2011",56.9,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2012","2012",50.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2013","2013",44,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2014","2014",41.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2015","2015",38.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2016","2016",36.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2017","2017",34.2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2018","2018",33.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2019","2019",35.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2020","2020",37.4,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2021","2021",38,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","PRT","Portugal","2022","2022",41.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2010","2010",21.7,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2011","2011",22.3,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2012","2012",19.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2013","2013",18.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2014","2014",17.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2015","2015",16.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2016","2016",21.4,"B","Break"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2017","2017",20.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2018","2018",21.1,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2019","2019",22.6,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2020","2020",23.9,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","SVK","Slovak Republic","2021","2021",23.5,,
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2010","2010",36.8,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2011","2011",34.1,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2012","2012",29.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2013","2013",29.3,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2014","2014",29.1,"B; D","Break; Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2015","2015",28.2,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2016","2016",29.6,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2017","2017",28.5,"D","Difference in methodology"
"PATCARAS","C09-Agents acting on the Renin-Angiotensin system","PPPPERMT","/capita, US$ purchasing power parity","ESP","Spain","2018","2018",28.3,"B","Break"
