Country,Pharma_Sales_Variable,Pharma_Sales_Value,Life_Expectancy_Variable,Life_Expectancy_Value,Missingness_Indicator
Mexico,G03-Sex hormones and modulators of the genital system,11.6,Females at age 40,40.2,1
Mexico,G03-Sex hormones and modulators of the genital system,10.5,Males at age 40,36.3,1
Mexico,"H-Systemic hormonal preparations, excluding sex hormones and insulins",11.3,Females at age 40,40.2,1
Mexico,"H-Systemic hormonal preparations, excluding sex hormones and insulins",5.7,Males at age 40,36.3,1
Mexico,J-Antiinfectives for systemic use,18.4,Females at age 40,40.2,0
Mexico,J-Antiinfectives for systemic use,18.4,Males at age 40,36.3,0
Mexico,J01-Antibacterials for systemic use,11.1,Females at age 40,40.2,1
Mexico,J01-Antibacterials for systemic use,10.2,Males at age 40,36.3,1
Mexico,M-Musculo-skeletal system,3.2,Females at age 40,40.2,0
Mexico,M-Musculo-skeletal system,3.2,Males at age 40,36.3,0
Mexico,M01A-Antiinflammatory and antirheumatic products non-steroids,10.0,Females at age 40,40.2,1
Mexico,M01A-Antiinflammatory and antirheumatic products non-steroids,13.8,Males at age 40,36.3,1
Mexico,N-Nervous system,14.6,Females at age 40,40.2,0
Mexico,N-Nervous system,14.6,Males at age 40,36.3,0
Mexico,N02-Analgesics,1.7,Females at age 40,40.2,1
Mexico,N02-Analgesics,18.5,Males at age 40,36.3,1
Mexico,N05B-Anxiolytics,3.4,Females at age 40,40.2,1
Mexico,N05B-Anxiolytics,1.6,Males at age 40,36.3,1
Mexico,N05C-Hypnotics and sedatives,7.0,Females at age 40,40.2,1
Mexico,N05C-Hypnotics and sedatives,8.4,Males at age 40,36.3,1
Mexico,N06A-Antidepressants,34.3,Females at age 40,40.2,1
Mexico,N06A-Antidepressants,13.6,Males at age 40,36.3,1
Mexico,R-Respiratory system,7.2,Females at age 40,40.2,0
Mexico,R-Respiratory system,7.2,Males at age 40,36.3,0
Mexico,R03-Drugs for obstructive airway diseases,27.4,Females at age 40,40.2,1
Mexico,R03-Drugs for obstructive airway diseases,105.9,Males at age 40,36.3,1
Mexico,Products not elsewhere classified,17.7,Females at age 40,40.2,0
Mexico,Products not elsewhere classified,17.7,Males at age 40,36.3,0
Luxembourg,Total pharmaceutical sales,423.6,Females at age 40,45.9,0
Luxembourg,Total pharmaceutical sales,423.6,Males at age 40,40.4,0
Luxembourg,A-Alimentary tract and metabolism,72.8,Females at age 40,45.9,0
Luxembourg,A-Alimentary tract and metabolism,72.8,Males at age 40,40.4,0
Luxembourg,A02A-Antacids,0.8,Females at age 40,45.9,0
Luxembourg,A02A-Antacids,0.8,Males at age 40,40.4,0
Luxembourg,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),18.4,Females at age 40,45.9,0
Luxembourg,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),18.4,Males at age 40,40.4,0
Luxembourg,A10-Drugs used in diabetes,30.7,Females at age 40,45.9,0
Luxembourg,A10-Drugs used in diabetes,30.7,Males at age 40,40.4,0
Luxembourg,B-Blood and blood forming organs,26.2,Females at age 40,45.9,0
Luxembourg,B-Blood and blood forming organs,26.2,Males at age 40,40.4,0
Luxembourg,C-Cardiovascular system,75.7,Females at age 40,45.9,0
Luxembourg,C-Cardiovascular system,75.7,Males at age 40,40.4,0
Luxembourg,C01A-Cardiac glycosides,0.1,Females at age 40,45.9,0
Luxembourg,C01A-Cardiac glycosides,0.1,Males at age 40,40.4,0
Luxembourg,"C01B-Antiarrhythmics, Class I and III",1.3,Females at age 40,45.9,0
Luxembourg,"C01B-Antiarrhythmics, Class I and III",1.3,Males at age 40,40.4,0
Luxembourg,C02-Antihypertensives,1.0,Females at age 40,45.9,0
Luxembourg,C02-Antihypertensives,1.0,Males at age 40,40.4,0
Luxembourg,C03-Diuretics,3.7,Females at age 40,45.9,0
Luxembourg,C03-Diuretics,3.7,Males at age 40,40.4,0
Luxembourg,C07-Beta blocking agents,8.0,Females at age 40,45.9,0
Luxembourg,C07-Beta blocking agents,8.0,Males at age 40,40.4,0
Luxembourg,C08-Calcium channel blockers,4.7,Females at age 40,45.9,0
Luxembourg,C08-Calcium channel blockers,4.7,Males at age 40,40.4,0
Luxembourg,C09-Agents acting on the Renin-Angiotensin system,25.2,Females at age 40,45.9,0
Luxembourg,C09-Agents acting on the Renin-Angiotensin system,25.2,Males at age 40,40.4,0
Luxembourg,C10-Lipid modifying agents,29.1,Females at age 40,45.9,0
Luxembourg,C10-Lipid modifying agents,29.1,Males at age 40,40.4,0
Luxembourg,G-Genito urinary system and sex hormones,18.2,Females at age 40,45.9,0
Luxembourg,G-Genito urinary system and sex hormones,18.2,Males at age 40,40.4,0
Luxembourg,G03-Sex hormones and modulators of the genital system,7.6,Females at age 40,45.9,0
Luxembourg,G03-Sex hormones and modulators of the genital system,7.6,Males at age 40,40.4,0
Luxembourg,"H-Systemic hormonal preparations, excluding sex hormones and insulins",11.8,Females at age 40,45.9,0
Luxembourg,"H-Systemic hormonal preparations, excluding sex hormones and insulins",11.8,Males at age 40,40.4,0
Luxembourg,J-Antiinfectives for systemic use,20.9,Females at age 40,45.9,0
Luxembourg,J-Antiinfectives for systemic use,20.9,Males at age 40,40.4,0
Luxembourg,J01-Antibacterials for systemic use,13.2,Females at age 40,45.9,0
Luxembourg,J01-Antibacterials for systemic use,13.2,Males at age 40,40.4,0
Luxembourg,M-Musculo-skeletal system,23.7,Females at age 40,45.9,0
Luxembourg,M-Musculo-skeletal system,23.7,Males at age 40,40.4,0
Luxembourg,M01A-Antiinflammatory and antirheumatic products non-steroids,13.6,Females at age 40,45.9,0
Luxembourg,M01A-Antiinflammatory and antirheumatic products non-steroids,13.6,Males at age 40,40.4,0
Luxembourg,N-Nervous system,70.5,Females at age 40,45.9,0
Luxembourg,N-Nervous system,70.5,Males at age 40,40.4,0
Luxembourg,N02-Analgesics,16.8,Females at age 40,45.9,0
Luxembourg,N02-Analgesics,16.8,Males at age 40,40.4,0
Luxembourg,N05B-Anxiolytics,5.3,Females at age 40,45.9,0
Luxembourg,N05B-Anxiolytics,5.3,Males at age 40,40.4,0
Luxembourg,N05C-Hypnotics and sedatives,7.0,Females at age 40,45.9,0
Luxembourg,N05C-Hypnotics and sedatives,7.0,Males at age 40,40.4,0
Luxembourg,N06A-Antidepressants,13.8,Females at age 40,45.9,0
Luxembourg,N06A-Antidepressants,13.8,Males at age 40,40.4,0
Luxembourg,R-Respiratory system,32.7,Females at age 40,45.9,0
Luxembourg,R-Respiratory system,32.7,Males at age 40,40.4,0
Luxembourg,R03-Drugs for obstructive airway diseases,23.5,Females at age 40,45.9,0
Luxembourg,R03-Drugs for obstructive airway diseases,23.5,Males at age 40,40.4,0
Luxembourg,Products not elsewhere classified,0.0,Females at age 40,45.9,1
Luxembourg,Products not elsewhere classified,0.0,Males at age 40,40.4,1
Switzerland,Total pharmaceutical sales,565.1,Females at age 40,46.1,0
Switzerland,Total pharmaceutical sales,565.1,Males at age 40,42.2,0
Switzerland,A-Alimentary tract and metabolism,82.2,Females at age 40,46.1,0
Switzerland,A-Alimentary tract and metabolism,82.2,Males at age 40,42.2,0
Switzerland,A02A-Antacids,0.8,Females at age 40,46.1,1
Switzerland,A02A-Antacids,0.0,Males at age 40,42.2,1
Switzerland,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),11.7,Females at age 40,46.1,1
Switzerland,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),16.1,Males at age 40,42.2,1
Switzerland,A10-Drugs used in diabetes,18.1,Females at age 40,46.1,1
Switzerland,A10-Drugs used in diabetes,30.7,Males at age 40,42.2,1
Switzerland,B-Blood and blood forming organs,25.1,Females at age 40,46.1,0
Switzerland,B-Blood and blood forming organs,25.1,Males at age 40,42.2,0
Switzerland,C-Cardiovascular system,73.4,Females at age 40,46.1,0
Switzerland,C-Cardiovascular system,73.4,Males at age 40,42.2,0
Switzerland,C01A-Cardiac glycosides,0.5,Females at age 40,46.1,1
Switzerland,C01A-Cardiac glycosides,0.1,Males at age 40,42.2,1
Switzerland,"C01B-Antiarrhythmics, Class I and III",8.0,Females at age 40,46.1,1
Switzerland,"C01B-Antiarrhythmics, Class I and III",2.0,Males at age 40,42.2,1
Switzerland,C02-Antihypertensives,0.6,Females at age 40,46.1,1
Switzerland,C02-Antihypertensives,2.1,Males at age 40,42.2,1
Switzerland,C03-Diuretics,1.1,Females at age 40,46.1,1
Switzerland,C03-Diuretics,4.6,Males at age 40,42.2,1
Switzerland,C07-Beta blocking agents,7.3,Females at age 40,46.1,1
Switzerland,C07-Beta blocking agents,7.6,Males at age 40,42.2,1
Switzerland,C08-Calcium channel blockers,5.2,Females at age 40,46.1,1
Switzerland,C08-Calcium channel blockers,4.7,Males at age 40,42.2,1
Switzerland,C09-Agents acting on the Renin-Angiotensin system,9.7,Females at age 40,46.1,1
Switzerland,C09-Agents acting on the Renin-Angiotensin system,10.3,Males at age 40,42.2,1
Switzerland,C10-Lipid modifying agents,74.3,Females at age 40,46.1,1
Switzerland,C10-Lipid modifying agents,2.7,Males at age 40,42.2,1
Switzerland,G-Genito urinary system and sex hormones,33.0,Females at age 40,46.1,0
Switzerland,G-Genito urinary system and sex hormones,33.0,Males at age 40,42.2,0
Switzerland,G03-Sex hormones and modulators of the genital system,1.0,Females at age 40,46.1,1
Switzerland,G03-Sex hormones and modulators of the genital system,1.7,Males at age 40,42.2,1
Switzerland,"H-Systemic hormonal preparations, excluding sex hormones and insulins",8.1,Females at age 40,46.1,0
Switzerland,"H-Systemic hormonal preparations, excluding sex hormones and insulins",8.1,Males at age 40,42.2,0
Switzerland,J-Antiinfectives for systemic use,43.7,Females at age 40,46.1,0
Switzerland,J-Antiinfectives for systemic use,43.7,Males at age 40,42.2,0
Switzerland,J01-Antibacterials for systemic use,12.6,Females at age 40,46.1,1
Switzerland,J01-Antibacterials for systemic use,7.5,Males at age 40,42.2,1
Switzerland,M-Musculo-skeletal system,36.5,Females at age 40,46.1,0
Switzerland,M-Musculo-skeletal system,36.5,Males at age 40,42.2,0
Switzerland,M01A-Antiinflammatory and antirheumatic products non-steroids,9.9,Females at age 40,46.1,1
Switzerland,M01A-Antiinflammatory and antirheumatic products non-steroids,13.6,Males at age 40,42.2,1
Switzerland,N-Nervous system,97.9,Females at age 40,46.1,0
Switzerland,N-Nervous system,97.9,Males at age 40,42.2,0
Switzerland,N02-Analgesics,27.6,Females at age 40,46.1,1
Switzerland,N02-Analgesics,23.5,Males at age 40,42.2,1
Switzerland,N05B-Anxiolytics,7.8,Females at age 40,46.1,1
Switzerland,N05B-Anxiolytics,1.6,Males at age 40,42.2,1
Switzerland,N05C-Hypnotics and sedatives,1.6,Females at age 40,46.1,1
Switzerland,N05C-Hypnotics and sedatives,1.5,Males at age 40,42.2,1
Switzerland,N06A-Antidepressants,18.4,Females at age 40,46.1,1
Switzerland,N06A-Antidepressants,8.2,Males at age 40,42.2,1
Switzerland,R-Respiratory system,45.4,Females at age 40,46.1,0
Switzerland,R-Respiratory system,45.4,Males at age 40,42.2,0
Switzerland,R03-Drugs for obstructive airway diseases,2.5,Females at age 40,46.1,1
Switzerland,R03-Drugs for obstructive airway diseases,23.2,Males at age 40,42.2,1
Switzerland,Products not elsewhere classified,119.9,Females at age 40,46.1,0
Switzerland,Products not elsewhere classified,119.9,Males at age 40,42.2,0
Austria,Total pharmaceutical sales,408.3,Females at age 40,44.8,0
Austria,Total pharmaceutical sales,408.3,Males at age 40,40.3,0
Austria,A-Alimentary tract and metabolism,42.0,Females at age 40,44.8,0
Austria,A-Alimentary tract and metabolism,42.0,Males at age 40,40.3,0
Austria,A02A-Antacids,0.0,Females at age 40,44.8,0
Austria,A02A-Antacids,0.0,Males at age 40,40.3,0
Austria,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),11.7,Females at age 40,44.8,0
Austria,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),11.7,Males at age 40,40.3,0
Austria,A10-Drugs used in diabetes,18.1,Females at age 40,44.8,0
Austria,A10-Drugs used in diabetes,18.1,Males at age 40,40.3,0
Austria,B-Blood and blood forming organs,32.2,Females at age 40,44.8,0
Austria,B-Blood and blood forming organs,32.2,Males at age 40,40.3,0
Austria,C-Cardiovascular system,63.4,Females at age 40,44.8,0
Austria,C-Cardiovascular system,63.4,Males at age 40,40.3,0
Austria,C01A-Cardiac glycosides,0.1,Females at age 40,44.8,0
Austria,C01A-Cardiac glycosides,0.1,Males at age 40,40.3,0
Austria,"C01B-Antiarrhythmics, Class I and III",1.1,Females at age 40,44.8,0
Austria,"C01B-Antiarrhythmics, Class I and III",1.1,Males at age 40,40.3,0
Austria,C02-Antihypertensives,6.3,Females at age 40,44.8,0
Austria,C02-Antihypertensives,6.3,Males at age 40,40.3,0
Austria,C03-Diuretics,2.4,Females at age 40,44.8,0
Austria,C03-Diuretics,2.4,Males at age 40,40.3,0
Austria,C07-Beta blocking agents,6.8,Females at age 40,44.8,0
Austria,C07-Beta blocking agents,6.8,Males at age 40,40.3,0
Austria,C08-Calcium channel blockers,4.0,Females at age 40,44.8,0
Austria,C08-Calcium channel blockers,4.0,Males at age 40,40.3,0
Austria,C09-Agents acting on the Renin-Angiotensin system,23.5,Females at age 40,44.8,0
Austria,C09-Agents acting on the Renin-Angiotensin system,23.5,Males at age 40,40.3,0
Austria,C10-Lipid modifying agents,13.5,Females at age 40,44.8,0
Austria,C10-Lipid modifying agents,13.5,Males at age 40,40.3,0
Austria,G-Genito urinary system and sex hormones,6.6,Females at age 40,44.8,0
Austria,G-Genito urinary system and sex hormones,6.6,Males at age 40,40.3,0
Austria,G03-Sex hormones and modulators of the genital system,1.9,Females at age 40,44.8,0
Austria,G03-Sex hormones and modulators of the genital system,1.9,Males at age 40,40.3,0
Austria,"H-Systemic hormonal preparations, excluding sex hormones and insulins",7.5,Females at age 40,44.8,0
Austria,"H-Systemic hormonal preparations, excluding sex hormones and insulins",7.5,Males at age 40,40.3,0
Austria,J-Antiinfectives for systemic use,35.4,Females at age 40,44.8,0
Austria,J-Antiinfectives for systemic use,35.4,Males at age 40,40.3,0
Austria,J01-Antibacterials for systemic use,9.7,Females at age 40,44.8,0
Austria,J01-Antibacterials for systemic use,9.7,Males at age 40,40.3,0
Austria,M-Musculo-skeletal system,14.7,Females at age 40,44.8,0
Austria,M-Musculo-skeletal system,14.7,Males at age 40,40.3,0
Austria,M01A-Antiinflammatory and antirheumatic products non-steroids,6.2,Females at age 40,44.8,0
Austria,M01A-Antiinflammatory and antirheumatic products non-steroids,6.2,Males at age 40,40.3,0
Austria,N-Nervous system,70.0,Females at age 40,44.8,0
Austria,N-Nervous system,70.0,Males at age 40,40.3,0
Austria,N02-Analgesics,9.0,Females at age 40,44.8,0
Austria,N02-Analgesics,9.0,Males at age 40,40.3,0
Austria,N05B-Anxiolytics,1.0,Females at age 40,44.8,0
Austria,N05B-Anxiolytics,1.0,Males at age 40,40.3,0
Austria,N05C-Hypnotics and sedatives,0.4,Females at age 40,44.8,0
Austria,N05C-Hypnotics and sedatives,0.4,Males at age 40,40.3,0
Austria,N06A-Antidepressants,16.0,Females at age 40,44.8,0
Austria,N06A-Antidepressants,16.0,Males at age 40,40.3,0
Austria,R-Respiratory system,24.0,Females at age 40,44.8,0
Austria,R-Respiratory system,24.0,Males at age 40,40.3,0
Austria,R03-Drugs for obstructive airway diseases,20.8,Females at age 40,44.8,0
Austria,R03-Drugs for obstructive airway diseases,20.8,Males at age 40,40.3,0
Austria,Products not elsewhere classified,112.5,Females at age 40,44.8,0
Austria,Products not elsewhere classified,112.5,Males at age 40,40.3,0
Belgium,Total pharmaceutical sales,663.1,Females at age 40,44.7,0
Belgium,Total pharmaceutical sales,663.1,Males at age 40,40.1,0
Belgium,A-Alimentary tract and metabolism,70.6,Females at age 40,44.7,0
Belgium,A-Alimentary tract and metabolism,70.6,Males at age 40,40.1,0
Belgium,A02A-Antacids,1.2,Females at age 40,44.7,0
Belgium,A02A-Antacids,1.2,Males at age 40,40.1,0
Belgium,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),16.1,Females at age 40,44.7,0
Belgium,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),16.1,Males at age 40,40.1,0
Belgium,A10-Drugs used in diabetes,19.1,Females at age 40,44.7,0
Belgium,A10-Drugs used in diabetes,19.1,Males at age 40,40.1,0
Belgium,B-Blood and blood forming organs,55.9,Females at age 40,44.7,0
Belgium,B-Blood and blood forming organs,55.9,Males at age 40,40.1,0
Belgium,C-Cardiovascular system,80.7,Females at age 40,44.7,0
Belgium,C-Cardiovascular system,80.7,Males at age 40,40.1,0
Belgium,C01A-Cardiac glycosides,0.1,Females at age 40,44.7,0
Belgium,C01A-Cardiac glycosides,0.1,Males at age 40,40.1,0
Belgium,"C01B-Antiarrhythmics, Class I and III",1.7,Females at age 40,44.7,0
Belgium,"C01B-Antiarrhythmics, Class I and III",1.7,Males at age 40,40.1,0
Belgium,C02-Antihypertensives,2.2,Females at age 40,44.7,0
Belgium,C02-Antihypertensives,2.2,Males at age 40,40.1,0
Belgium,C03-Diuretics,3.9,Females at age 40,44.7,0
Belgium,C03-Diuretics,3.9,Males at age 40,40.1,0
Belgium,C07-Beta blocking agents,10.2,Females at age 40,44.7,0
Belgium,C07-Beta blocking agents,10.2,Males at age 40,40.1,0
Belgium,C08-Calcium channel blockers,6.4,Females at age 40,44.7,0
Belgium,C08-Calcium channel blockers,6.4,Males at age 40,40.1,0
Belgium,C09-Agents acting on the Renin-Angiotensin system,22.2,Females at age 40,44.7,0
Belgium,C09-Agents acting on the Renin-Angiotensin system,22.2,Males at age 40,40.1,0
Belgium,C10-Lipid modifying agents,25.2,Females at age 40,44.7,0
Belgium,C10-Lipid modifying agents,25.2,Males at age 40,40.1,0
Belgium,G-Genito urinary system and sex hormones,25.3,Females at age 40,44.7,0
Belgium,G-Genito urinary system and sex hormones,25.3,Males at age 40,40.1,0
Belgium,G03-Sex hormones and modulators of the genital system,12.7,Females at age 40,44.7,0
Belgium,G03-Sex hormones and modulators of the genital system,12.7,Males at age 40,40.1,0
Belgium,"H-Systemic hormonal preparations, excluding sex hormones and insulins",13.7,Females at age 40,44.7,0
Belgium,"H-Systemic hormonal preparations, excluding sex hormones and insulins",13.7,Males at age 40,40.1,0
Belgium,J-Antiinfectives for systemic use,64.3,Females at age 40,44.7,0
Belgium,J-Antiinfectives for systemic use,64.3,Males at age 40,40.1,0
Belgium,J01-Antibacterials for systemic use,23.8,Females at age 40,44.7,0
Belgium,J01-Antibacterials for systemic use,23.8,Males at age 40,40.1,0
Belgium,M-Musculo-skeletal system,28.4,Females at age 40,44.7,0
Belgium,M-Musculo-skeletal system,28.4,Males at age 40,40.1,0
Belgium,M01A-Antiinflammatory and antirheumatic products non-steroids,12.4,Females at age 40,44.7,0
Belgium,M01A-Antiinflammatory and antirheumatic products non-steroids,12.4,Males at age 40,40.1,0
Belgium,N-Nervous system,106.9,Females at age 40,44.7,0
Belgium,N-Nervous system,106.9,Males at age 40,40.1,0
Belgium,N02-Analgesics,26.3,Females at age 40,44.7,0
Belgium,N02-Analgesics,26.3,Males at age 40,40.1,0
Belgium,N05B-Anxiolytics,7.8,Females at age 40,44.7,0
Belgium,N05B-Anxiolytics,7.8,Males at age 40,40.1,0
Belgium,N05C-Hypnotics and sedatives,8.4,Females at age 40,44.7,0
Belgium,N05C-Hypnotics and sedatives,8.4,Males at age 40,40.1,0
Belgium,N06A-Antidepressants,20.0,Females at age 40,44.7,0
Belgium,N06A-Antidepressants,20.0,Males at age 40,40.1,0
Belgium,R-Respiratory system,56.4,Females at age 40,44.7,0
Belgium,R-Respiratory system,56.4,Males at age 40,40.1,0
Belgium,R03-Drugs for obstructive airway diseases,28.0,Females at age 40,44.7,0
Belgium,R03-Drugs for obstructive airway diseases,28.0,Males at age 40,40.1,0
Belgium,Products not elsewhere classified,160.9,Females at age 40,44.7,0
Belgium,Products not elsewhere classified,160.9,Males at age 40,40.1,0
Czechia,Total pharmaceutical sales,606.4,Females at age 40,42.6,0
Czechia,Total pharmaceutical sales,606.4,Males at age 40,37.1,0
Czechia,A-Alimentary tract and metabolism,74.2,Females at age 40,42.6,0
Czechia,A-Alimentary tract and metabolism,74.2,Males at age 40,37.1,0
Czechia,A02A-Antacids,0.8,Females at age 40,42.6,0
Czechia,A02A-Antacids,0.8,Males at age 40,37.1,0
Czechia,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),8.1,Females at age 40,42.6,0
Czechia,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),8.1,Males at age 40,37.1,0
Czechia,A10-Drugs used in diabetes,34.5,Females at age 40,42.6,0
Czechia,A10-Drugs used in diabetes,34.5,Males at age 40,37.1,0
Czechia,B-Blood and blood forming organs,51.5,Females at age 40,42.6,0
Czechia,B-Blood and blood forming organs,51.5,Males at age 40,37.1,0
Czechia,C-Cardiovascular system,79.5,Females at age 40,42.6,0
Czechia,C-Cardiovascular system,79.5,Males at age 40,37.1,0
Czechia,C01A-Cardiac glycosides,0.2,Females at age 40,42.6,0
Czechia,C01A-Cardiac glycosides,0.2,Males at age 40,37.1,0
Czechia,"C01B-Antiarrhythmics, Class I and III",1.5,Females at age 40,42.6,0
Czechia,"C01B-Antiarrhythmics, Class I and III",1.5,Males at age 40,37.1,0
Czechia,C02-Antihypertensives,5.5,Females at age 40,42.6,0
Czechia,C02-Antihypertensives,5.5,Males at age 40,37.1,0
Czechia,C03-Diuretics,4.0,Females at age 40,42.6,0
Czechia,C03-Diuretics,4.0,Males at age 40,37.1,0
Czechia,C07-Beta blocking agents,8.4,Females at age 40,42.6,0
Czechia,C07-Beta blocking agents,8.4,Males at age 40,37.1,0
Czechia,C08-Calcium channel blockers,5.3,Females at age 40,42.6,0
Czechia,C08-Calcium channel blockers,5.3,Males at age 40,37.1,0
Czechia,C09-Agents acting on the Renin-Angiotensin system,22.9,Females at age 40,42.6,0
Czechia,C09-Agents acting on the Renin-Angiotensin system,22.9,Males at age 40,37.1,0
Czechia,C10-Lipid modifying agents,15.8,Females at age 40,42.6,0
Czechia,C10-Lipid modifying agents,15.8,Males at age 40,37.1,0
Czechia,G-Genito urinary system and sex hormones,33.7,Females at age 40,42.6,0
Czechia,G-Genito urinary system and sex hormones,33.7,Males at age 40,37.1,0
Czechia,G03-Sex hormones and modulators of the genital system,17.9,Females at age 40,42.6,0
Czechia,G03-Sex hormones and modulators of the genital system,17.9,Males at age 40,37.1,0
Czechia,"H-Systemic hormonal preparations, excluding sex hormones and insulins",13.0,Females at age 40,42.6,0
Czechia,"H-Systemic hormonal preparations, excluding sex hormones and insulins",13.0,Males at age 40,37.1,0
Czechia,J-Antiinfectives for systemic use,48.3,Females at age 40,42.6,0
Czechia,J-Antiinfectives for systemic use,48.3,Males at age 40,37.1,0
Czechia,J01-Antibacterials for systemic use,16.8,Females at age 40,42.6,0
Czechia,J01-Antibacterials for systemic use,16.8,Males at age 40,37.1,0
Czechia,M-Musculo-skeletal system,30.3,Females at age 40,42.6,0
Czechia,M-Musculo-skeletal system,30.3,Males at age 40,37.1,0
Czechia,M01A-Antiinflammatory and antirheumatic products non-steroids,13.8,Females at age 40,42.6,0
Czechia,M01A-Antiinflammatory and antirheumatic products non-steroids,13.8,Males at age 40,37.1,0
Czechia,N-Nervous system,71.9,Females at age 40,42.6,0
Czechia,N-Nervous system,71.9,Males at age 40,37.1,0
Czechia,N02-Analgesics,22.2,Females at age 40,42.6,0
Czechia,N02-Analgesics,22.2,Males at age 40,37.1,0
Czechia,N05B-Anxiolytics,3.1,Females at age 40,42.6,0
Czechia,N05B-Anxiolytics,3.1,Males at age 40,37.1,0
Czechia,N05C-Hypnotics and sedatives,3.4,Females at age 40,42.6,0
Czechia,N05C-Hypnotics and sedatives,3.4,Males at age 40,37.1,0
Czechia,N06A-Antidepressants,10.6,Females at age 40,42.6,0
Czechia,N06A-Antidepressants,10.6,Males at age 40,37.1,0
Czechia,R-Respiratory system,51.6,Females at age 40,42.6,0
Czechia,R-Respiratory system,51.6,Males at age 40,37.1,0
Czechia,R03-Drugs for obstructive airway diseases,24.6,Females at age 40,42.6,0
Czechia,R03-Drugs for obstructive airway diseases,24.6,Males at age 40,37.1,0
Czechia,Products not elsewhere classified,152.4,Females at age 40,42.6,0
Czechia,Products not elsewhere classified,152.4,Males at age 40,37.1,0
Australia,Total pharmaceutical sales,348.6,Females at age 40,45.3,0
Australia,Total pharmaceutical sales,348.6,Males at age 40,41.6,0
Australia,A-Alimentary tract and metabolism,39.6,Females at age 40,45.3,0
Australia,A-Alimentary tract and metabolism,39.6,Males at age 40,41.6,0
Australia,A02A-Antacids,0.0,Females at age 40,45.3,0
Australia,A02A-Antacids,0.0,Males at age 40,41.6,0
Australia,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),15.6,Females at age 40,45.3,0
Australia,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),15.6,Males at age 40,41.6,0
Australia,A10-Drugs used in diabetes,17.3,Females at age 40,45.3,0
Australia,A10-Drugs used in diabetes,17.3,Males at age 40,41.6,0
Australia,B-Blood and blood forming organs,16.0,Females at age 40,45.3,0
Australia,B-Blood and blood forming organs,16.0,Males at age 40,41.6,0
Australia,C-Cardiovascular system,64.5,Females at age 40,45.3,0
Australia,C-Cardiovascular system,64.5,Males at age 40,41.6,0
Australia,C01A-Cardiac glycosides,0.1,Females at age 40,45.3,0
Australia,C01A-Cardiac glycosides,0.1,Males at age 40,41.6,0
Australia,"C01B-Antiarrhythmics, Class I and III",0.6,Females at age 40,45.3,0
Australia,"C01B-Antiarrhythmics, Class I and III",0.6,Males at age 40,41.6,0
Australia,C02-Antihypertensives,2.4,Females at age 40,45.3,0
Australia,C02-Antihypertensives,2.4,Males at age 40,41.6,0
Australia,C03-Diuretics,1.1,Females at age 40,45.3,0
Australia,C03-Diuretics,1.1,Males at age 40,41.6,0
Australia,C07-Beta blocking agents,4.2,Females at age 40,45.3,0
Australia,C07-Beta blocking agents,4.2,Males at age 40,41.6,0
Australia,C08-Calcium channel blockers,3.5,Females at age 40,45.3,0
Australia,C08-Calcium channel blockers,3.5,Males at age 40,41.6,0
Australia,C09-Agents acting on the Renin-Angiotensin system,20.7,Females at age 40,45.3,0
Australia,C09-Agents acting on the Renin-Angiotensin system,20.7,Males at age 40,41.6,0
Australia,C10-Lipid modifying agents,30.1,Females at age 40,45.3,0
Australia,C10-Lipid modifying agents,30.1,Males at age 40,41.6,0
Australia,G-Genito urinary system and sex hormones,7.0,Females at age 40,45.3,0
Australia,G-Genito urinary system and sex hormones,7.0,Males at age 40,41.6,0
Australia,G03-Sex hormones and modulators of the genital system,4.9,Females at age 40,45.3,0
Australia,G03-Sex hormones and modulators of the genital system,4.9,Males at age 40,41.6,0
Australia,"H-Systemic hormonal preparations, excluding sex hormones and insulins",4.9,Females at age 40,45.3,0
Australia,"H-Systemic hormonal preparations, excluding sex hormones and insulins",4.9,Males at age 40,41.6,0
Australia,J-Antiinfectives for systemic use,23.5,Females at age 40,45.3,0
Australia,J-Antiinfectives for systemic use,23.5,Males at age 40,41.6,0
Australia,J01-Antibacterials for systemic use,9.4,Females at age 40,45.3,0
Australia,J01-Antibacterials for systemic use,9.4,Males at age 40,41.6,0
Australia,M-Musculo-skeletal system,11.2,Females at age 40,45.3,0
Australia,M-Musculo-skeletal system,11.2,Males at age 40,41.6,0
Australia,M01A-Antiinflammatory and antirheumatic products non-steroids,3.6,Females at age 40,45.3,0
Australia,M01A-Antiinflammatory and antirheumatic products non-steroids,3.6,Males at age 40,41.6,0
